taz,PUMA
308,01500
309,01500
310,01500
311,01500
312,01500
313,01500
314,01500
315,01500
316,01500
317,01500
318,01500
319,01500
320,01500
321,01500
322,01500
323,01500
324,01500
325,01500
326,01500
327,01500
329,01500
330,01500
331,01500
332,01500
333,01500
334,01500
335,01500
336,01500
337,01500
338,01500
339,01500
340,01500
341,01500
342,01500
343,01500
344,01500
345,01500
346,01500
347,01500
349,01500
350,01500
351,01500
352,01500
353,01500
354,01500
355,01500
356,01500
357,01500
358,01500
359,01500
360,01500
361,01500
362,01500
363,01500
364,01500
365,01500
366,01500
367,01500
368,01500
369,01500
370,01500
371,01500
372,01500
373,01500
374,01500
375,01500
376,01500
377,01500
378,01500
379,01500
380,01500
381,01500
382,01500
383,01500
384,01500
385,01500
386,01500
387,01500
388,01500
389,01500
390,01500
391,01500
392,01500
393,01500
394,01500
395,01500
396,01500
397,01500
398,01500
399,01500
400,01500
401,01500
402,01500
403,01500
404,01500
405,01500
406,01500
407,01500
408,01500
409,01500
411,01500
412,01500
413,01500
414,01500
415,01500
416,01500
417,01500
418,01500
419,01500
420,01500
421,01500
422,01500
423,01500
424,01500
425,01500
426,01500
427,01500
428,01500
429,01500
430,01500
431,01500
433,01500
434,01500
435,01500
436,01500
437,01500
438,01500
439,01500
440,01500
441,01500
442,01500
443,01500
444,01500
446,01500
447,01500
448,01500
449,01500
450,01500
451,01500
452,01500
453,01500
454,01500
455,01500
456,01500
457,01500
458,01500
459,01500
460,01500
461,01500
462,01500
463,01500
464,01500
465,01500
466,01500
467,01500
468,01500
469,01500
470,01500
471,01500
472,01500
473,01500
474,01500
475,01500
476,01500
477,01500
478,01500
479,01500
480,01500
481,01500
482,01500
483,01500
484,01500
485,01500
486,01500
487,01500
488,01500
489,01500
490,01500
491,01500
492,01500
493,01500
494,01500
495,01500
496,01500
497,01500
498,01500
499,01500
500,01500
501,01500
502,01500
503,01500
504,01500
505,01500
506,01500
507,01500
508,01500
509,01500
510,01500
511,01500
512,01500
513,01500
514,01500
515,01500
516,01500
517,01500
518,01500
519,01500
520,01500
521,01500
522,01500
523,01500
524,01500
525,01500
526,01500
527,01500
528,01500
529,01500
530,01500
531,01500
532,01500
533,01500
534,01500
535,01500
536,01500
537,01500
538,01500
539,01500
540,01500
541,01500
542,01500
543,01500
544,01500
545,01500
546,01500
547,01500
548,01500
549,01500
550,01500
551,01500
553,01500
554,01500
555,01500
556,01500
557,01500
558,01500
559,01500
560,01500
561,01500
562,01500
563,01500
564,01500
565,01500
566,01500
567,01500
568,01500
569,01500
570,01500
571,01500
572,01500
573,01500
574,01500
575,01500
576,01500
578,01500
579,01500
581,01500
582,01500
583,01500
584,01500
585,01500
586,01500
588,01500
590,01500
592,01500
594,01500
595,01500
597,01500
598,01500
599,01500
600,01500
601,01500
602,01500
603,01500
604,01500
605,01500
606,01500
607,01500
608,01500
609,01500
610,01500
611,01500
612,01500
613,01500
614,01500
615,01500
616,01500
617,01500
618,01500
619,01500
620,01500
621,01500
622,01500
623,01500
624,01500
625,01500
626,01500
627,01500
628,01500
629,01500
630,01500
631,01500
632,01500
633,01500
634,01500
635,01500
636,01500
637,01500
638,01500
639,01500
640,01500
641,01500
642,01500
643,01500
644,01500
645,01500
646,01500
647,01500
648,01500
649,01500
650,01500
651,01500
100001,01500
100002,01500
100003,01500
100004,01500
100005,01500
100006,01500
100007,01500
100008,01500
100009,01500
100010,01500
100011,01500
100012,01500
100013,01500
100014,01500
100015,01500
100016,01500
100017,01500
100018,01500
100019,01500
100020,01500
100021,01500
100022,01500
100023,01500
100024,01500
100025,01500
100026,01500
100027,01500
100028,01500
100029,01500
100030,01500
100031,01500
100032,01500
100034,01500
100035,01500
100036,01500
100037,01500
100038,01500
100039,01500
100040,01500
100041,01500
100042,01500
100043,01500
100044,01500
100045,01500
100046,01500
100047,01500
100048,01500
100049,01500
100050,01500
100051,01500
100052,01500
100056,01500
100057,01500
100059,01500
100061,01500
100062,01500
100063,01500
100064,01500
100065,01500
100066,01500
100067,01500
100068,01500
100069,01500
100070,01500
100071,01500
100072,01500
100073,01500
100074,01500
100075,01500
100076,01500
100077,01500
100078,01500
100081,01500
100082,01500
100083,01500
100084,01500
100085,01500
100086,01500
100087,01500
100088,01500
100089,01500
100090,01500
100091,01500
100092,01500
100093,01500
100094,01500
100095,01500
100096,01500
100097,01500
100098,01500
100099,01500
100100,01500
100101,01500
100102,01500
100103,01500
100104,01500
100105,01500
100106,01500
100107,01500
100108,01500
100109,01500
100110,01500
100111,01500
100112,01500
100113,01500
100114,01500
100115,01500
100116,01500
100117,01500
100118,01500
100119,01500
100120,01500
100121,01500
100122,01500
100123,01500
100124,01500
100125,01500
100126,01500
100128,01500
100129,01500
100130,01500
100131,01500
100132,01500
100133,01500
100134,01500
100135,01500
100136,01500
100137,01500
100138,01500
100139,01500
100140,01500
100141,01500
100142,01500
100143,01500
100144,01500
100145,01500
100146,01500
100147,01500
100148,01500
100149,01500
100150,01500
100151,01500
100152,01500
100153,01500
100154,01500
100155,01500
100156,01500
100157,01500
100158,01500
100162,01500
100163,01500
100164,01500
100165,01500
100166,01500
100167,01500
100168,01500
100169,01500
100170,01500
100171,01500
100172,01500
100173,01500
100174,01500
100176,01500
100177,01500
100178,01500
100179,01500
100180,01500
100181,01500
100182,01500
100183,01500
100184,01500
100185,01500
100186,01500
100187,01500
100188,01500
100189,01500
100190,01500
100191,01500
100192,01500
100193,01500
100194,01500
100195,01500
100196,01500
100197,01500
100198,01500
100199,01500
100200,01500
100201,01500
100202,01500
100203,01500
100204,01500
100206,01500
100207,01500
100211,01500
100212,01500
100213,01500
100214,01500
100215,01500
100216,01500
100217,01500
100218,01500
100219,01500
100220,01500
100221,01500
100222,01500
100223,01500
100224,01500
100225,01500
100226,01500
100227,01500
100228,01500
100230,01500
100231,01500
100232,01500
100233,01500
100234,01500
100235,01500
100236,01500
100237,01500
100238,01500
100239,01500
100240,01500
100241,01500
100242,01500
100243,01500
100244,01500
100245,01500
100246,01500
100247,01500
100248,01500
100249,01500
100250,01500
100251,01500
100252,01500
100254,01500
100255,01500
100257,01500
100258,01500
100259,01500
100260,01500
100261,01500
100262,01500
100263,01500
100264,01500
100265,01500
100266,01500
100267,01500
100268,01500
100270,01500
100271,01500
100272,01500
100273,01500
100274,01500
100275,01500
100276,01500
100277,01500
100278,01500
100279,01500
100280,01500
100281,01500
100282,01500
100283,01500
100284,01500
100285,01500
100286,01500
100287,01500
100288,01500
100289,01500
100290,01500
100291,01500
100292,01500
100293,01500
100294,01500
100296,01500
100297,01500
100298,01500
100299,01500
100300,01500
100301,01500
100303,01500
100304,01500
100305,01500
100306,01500
100307,01500
100308,01500
100309,01500
100310,01500
100311,01500
100312,01500
100313,01500
100314,01500
100315,01500
100317,01500
100318,01500
100319,01500
100320,01500
100322,01500
100323,01500
100324,01500
100325,01500
100326,01500
100327,01500
100328,01500
100329,01500
100330,01500
100331,01500
100332,01500
100333,01500
100334,01500
100335,01500
100336,01500
100337,01500
100338,01500
100339,01500
100340,01500
100341,01500
100342,01500
100343,01500
100344,01500
100345,01500
100346,01500
100347,01500
100348,01500
100349,01500
100350,01500
100351,01500
100352,01500
100353,01500
100354,01500
100355,01500
100356,01500
100357,01500
100360,01500
100361,01500
100362,01500
100363,01500
100365,01500
100368,01500
100369,01500
100370,01500
100371,01500
100372,01500
100373,01500
100374,01500
100375,01500
100376,01500
100379,01500
100380,01500
100381,01500
100382,01500
100383,01500
100384,01500
100385,01500
100386,01500
100387,01500
100388,01500
100389,01500
100390,01500
100391,01500
100392,01500
100393,01500
100394,01500
100395,01500
100396,01500
100398,01500
100399,01500
100401,01500
100402,01500
100405,01500
100407,01500
100409,01500
100410,01500
100412,01500
100413,01500
100416,01500
100417,01500
100418,01500
100419,01500
100420,01500
100421,01500
100422,01500
100423,01500
100425,01500
100426,01500
100427,01500
100428,01500
100429,01500
100430,01500
100432,01500
100433,01500
100434,01500
100435,01500
100436,01500
100437,01500
100438,01500
100439,01500
100440,01500
100441,01500
100442,01500
100443,01500
100444,01500
100445,01500
100446,01500
100447,01500
100448,01500
100449,01500
100450,01500
100451,01500
100452,01500
100453,01500
100454,01500
100455,01500
100458,01500
100459,01500
100461,01500
100462,01500
100463,01500
100464,01500
100465,01500
100466,01500
100467,01500
200002,01500
200003,01500
200004,01500
200005,01500
200006,01500
200007,01500
200008,01500
200009,01500
200010,01500
200011,01500
200012,01500
200013,01500
200014,01500
200015,01500
200016,01500
200017,01500
200018,01500
200019,01500
200020,01500
200021,01500
200022,01500
200023,01500
200024,01500
200025,01500
200026,01500
200027,01500
200028,01500
200029,01500
200030,01500
200031,01500
200032,01500
200033,01500
200034,01500
200035,01500
200036,01500
200037,01500
200038,01500
200039,01500
200040,01500
200041,01500
200042,01500
200043,01500
200044,01500
200045,01500
200046,01500
200047,01500
200048,01500
200049,01500
200050,01500
200051,01500
200052,01500
200053,01500
200054,01500
200055,01500
200056,01500
200057,01500
200058,01500
200059,01500
200060,01500
200061,01500
200062,01500
200063,01500
200065,01500
200066,01500
200067,01500
200068,01500
200069,01500
200070,01500
200071,01500
200072,01500
200074,01500
200075,01500
200076,01500
200077,01500
200078,01500
200079,01500
200080,01500
200081,01500
200082,01500
200084,01500
200085,01500
200086,01500
200087,01500
200088,01500
200089,01500
200090,01500
200091,01500
200092,01500
200093,01500
200094,01500
200095,01500
200097,01500
200098,01500
200099,01500
200100,01500
200101,01500
200102,01500
200103,01500
200104,01500
200105,01500
200106,01500
200107,01500
200108,01500
200109,01500
200110,01500
200111,01500
200112,01500
200113,01500
200114,01500
200115,01500
200116,01500
200117,01500
200118,01500
200119,01500
200120,01500
200121,01500
200122,01500
200123,01500
200124,01500
200125,01500
200126,01500
200127,01500
200128,01500
200130,01500
200131,01500
200132,01500
200133,01500
200134,01500
200135,01500
200136,01500
200137,01500
200138,01500
200139,01500
200140,01500
200141,01500
200142,01500
200143,01500
200144,01500
200145,01500
200146,01500
200147,01500
200148,01500
200149,01500
200150,01500
200151,01500
200152,01500
200153,01500
200154,01500
200155,01500
200156,01500
200157,01500
200158,01500
200159,01500
200160,01500
200161,01500
200162,01500
200163,01500
200164,01500
200165,01500
200166,01500
200167,01500
200168,01500
200169,01500
200170,01500
200171,01500
200172,01500
200173,01500
200174,01500
200177,01500
200178,01500
200179,01500
200180,01500
200181,01500
200182,01500
200183,01500
200184,01500
200185,01500
200186,01500
200187,01500
200188,01500
200189,01500
200190,01500
200191,01500
200192,01500
200193,01500
200194,01500
200195,01500
200196,01500
200197,01500
200198,01500
200199,01500
200200,01500
200201,01500
200202,01500
200203,01500
200204,01500
200205,01500
200206,01500
200207,01500
200208,01500
200209,01500
200210,01500
200211,01500
200212,01500
200213,01500
200214,01500
200215,01500
200216,01500
200217,01500
200218,01500
200219,01500
200220,01500
200221,01500
200222,01500
200223,01500
200224,01500
200225,01500
200226,01500
200227,01500
200228,01500
200229,01500
200230,01500
200231,01500
200232,01500
200233,01500
200234,01500
200235,01500
200236,01500
200237,01500
200238,01500
200239,01500
200240,01500
200241,01500
200242,01500
200243,01500
200244,01500
200245,01500
200246,01500
200247,01500
200248,01500
200249,01500
200250,01500
200251,01500
200253,01500
200254,01500
200255,01500
200256,01500
200257,01500
200258,01500
200259,01500
200260,01500
200261,01500
200262,01500
200263,01500
200264,01500
200265,01500
200266,01500
200267,01500
200268,01500
200269,01500
200270,01500
200271,01500
200272,01500
200273,01500
200274,01500
200275,01500
200276,01500
200277,01500
200278,01500
200279,01500
200280,01500
200281,01500
200282,01500
200283,01500
200284,01500
200285,01500
200286,01500
200287,01500
200288,01500
200289,01500
200290,01500
200292,01500
200293,01500
200294,01500
200295,01500
200296,01500
200297,01500
200298,01500
200299,01500
200300,01500
200301,01500
200302,01500
200303,01500
200304,01500
200305,01500
200306,01500
200307,01500
200308,01500
200309,01500
200310,01500
200311,01500
200312,01500
200313,01500
200314,01500
200315,01500
200316,01500
200317,01500
200318,01500
200319,01500
200320,01500
200321,01500
200322,01500
200323,01500
200324,01500
200325,01500
200326,01500
200327,01500
200328,01500
200329,01500
200330,01500
200331,01500
200332,01500
200333,01500
200334,01500
200335,01500
200336,01500
200337,01500
200338,01500
200339,01500
200340,01500
200341,01500
200342,01500
200344,01500
200345,01500
200346,01500
200347,01500
200348,01500
200349,01500
200350,01500
200351,01500
200352,01500
200353,01500
200354,01500
200355,01500
200356,01500
200357,01500
200358,01500
200359,01500
200360,01500
200361,01500
200362,01500
200363,01500
200364,01500
200365,01500
200366,01500
200367,01500
200368,01500
200369,01500
200371,01500
200374,01500
200375,01500
200376,01500
200377,01500
200378,01500
200379,01500
200380,01500
200381,01500
200382,01500
200383,01500
200384,01500
200385,01500
200386,01500
200387,01500
200388,01500
200389,01500
200390,01500
200391,01500
200392,01500
200393,01500
200394,01500
200395,01500
200396,01500
200397,01500
200398,01500
200399,01500
200400,01500
200401,01500
200402,01500
200403,01500
200404,01500
200405,01500
200406,01500
200407,01500
200408,01500
200409,01500
200410,01500
200411,01500
200412,01500
200413,01500
200415,01500
200416,01500
200419,01500
200420,01500
200421,01500
200422,01500
200423,01500
200424,01500
200425,01500
200426,01500
200427,01500
200428,01500
200429,01500
200430,01500
200431,01500
200432,01500
200433,01500
200434,01500
200435,01500
200436,01500
200437,01500
200438,01500
200439,01500
200440,01500
200441,01500
200442,01500
200443,01500
200444,01500
200445,01500
200446,01500
200447,01500
200448,01500
200449,01500
200450,01500
200451,01500
200452,01500
200453,01500
200454,01500
200455,01500
200456,01500
200457,01500
200458,01500
200459,01500
200460,01500
200461,01500
200462,01500
200463,01500
200464,01500
200465,01500
200466,01500
200467,01500
200468,01500
200469,01500
200470,01500
200471,01500
200472,01500
200473,01500
200474,01500
200475,01500
200476,01500
200477,01500
200478,01500
200479,01500
200480,01500
200481,01500
200482,01500
200484,01500
200485,01500
200486,01500
200487,01500
200488,01500
200489,01500
200490,01500
200491,01500
200493,01500
200494,01500
200495,01500
200496,01500
200497,01500
200498,01500
200500,01500
200501,01500
200503,01500
200505,01500
200506,01500
200507,01500
200508,01500
200509,01500
200510,01500
200511,01500
200512,01500
200513,01500
200514,01500
200515,01500
200516,01500
200517,01500
200518,01500
200519,01500
200520,01500
200521,01500
200522,01500
200523,01500
200524,01500
200525,01500
200526,01500
200527,01500
200528,01500
200529,01500
200530,01500
200531,01500
200532,01500
200533,01500
200534,01500
200535,01500
200536,01500
200537,01500
200538,01500
200540,01500
200541,01500
200542,01500
200543,01500
200544,01500
200545,01500
200546,01500
200547,01500
200548,01500
200550,01500
200551,01500
200553,01500
200554,01500
200555,01500
200556,01500
200557,01500
200558,01500
200559,01500
200560,01500
200561,01500
200562,01500
200563,01500
200564,01500
200565,01500
200566,01500
200567,01500
200568,01500
200569,01500
200570,01500
200571,01500
200572,01500
200573,01500
200574,01500
200575,01500
200576,01500
200577,01500
200578,01500
200579,01500
200580,01500
200581,01500
200582,01500
200583,01500
200584,01500
200585,01500
200586,01500
200587,01500
200588,01500
200589,01500
200590,01500
200593,01500
200595,01500
200596,01500
200597,01500
200598,01500
200599,01500
200600,01500
200601,01500
200602,01500
200603,01500
200604,01500
200605,01500
200606,01500
200607,01500
200608,01500
200609,01500
200610,01500
200611,01500
200612,01500
200613,01500
200614,01500
200615,01500
200616,01500
200617,01500
200618,01500
200619,01500
200620,01500
200621,01500
200622,01500
200623,01500
200624,01500
200625,01500
200626,01500
200627,01500
200628,01500
200629,01500
200630,01500
200631,01500
200632,01500
200633,01500
200634,01500
200635,01500
200636,01500
200637,01500
200638,01500
200639,01500
200640,01500
200641,01500
200642,01500
200643,01500
200645,01500
200646,01500
200647,01500
200648,01500
200649,01500
200650,01500
200651,01500
200652,01500
200653,01500
200654,01500
200656,01500
200657,01500
200658,01500
200659,01500
200660,01500
200661,01500
200662,01500
200663,01500
200664,01500
200665,01500
200666,01500
200667,01500
200668,01500
200669,01500
200670,01500
200671,01500
200672,01500
200673,01500
200675,01500
200676,01500
200677,01500
200678,01500
200679,01500
200680,01500
200681,01500
200682,01500
200683,01500
200684,01500
200685,01500
200686,01500
200687,01500
200688,01500
200689,01500
200690,01500
200692,01500
200693,01500
200694,01500
200695,01500
200696,01500
200697,01500
200698,01500
200699,01500
200700,01500
200702,01500
200703,01500
200705,01500
200706,01500
200707,01500
200708,01500
200709,01500
200710,01500
200711,01500
200712,01500
200713,01500
200714,01500
200715,01500
200716,01500
200718,01500
200720,01500
200721,01500
200722,01500
200723,01500
200724,01500
200725,01500
200726,01500
200727,01500
200730,01500
200731,01500
200732,01500
200733,01500
200734,01500
200735,01500
200736,01500
200737,01500
200738,01500
200739,01500
200740,01500
200741,01500
200743,01500
200744,01500
200745,01500
200747,01500
200748,01500
200750,01500
200751,01500
200752,01500
200753,01500
200754,01500
200755,01500
200756,01500
200757,01500
200758,01500
200759,01500
200760,01500
200762,01500
200763,01500
200764,01500
200765,01500
200766,01500
200767,01500
200768,01500
200769,01500
200770,01500
200771,01500
200773,01500
200774,01500
200775,01500
200776,01500
200777,01500
200778,01500
200779,01500
200780,01500
200781,01500
200782,01500
200783,01500
200784,01500
200785,01500
200786,01500
200788,01500
200790,01500
200791,01500
200792,01500
200793,01500
200794,01500
200796,01500
200797,01500
200798,01500
200799,01500
200800,01500
200801,01500
200802,01500
200803,01500
200804,01500
200805,01500
200806,01500
200807,01500
200808,01500
200809,01500
200810,01500
200811,01500
200812,01500
200813,01500
200814,01500
200815,01500
200816,01500
200817,01500
200818,01500
200819,01500
200821,01500
200822,01500
200823,01500
200824,01500
200825,01500
200827,01500
200829,01500
200830,01500
200831,01500
200832,01500
200833,01500
200834,01500
200835,01500
200836,01500
200837,01500
200838,01500
200839,01500
200840,01500
200841,01500
200842,01500
200843,01500
200844,01500
200845,01500
200846,01500
200847,01500
200848,01500
200849,01500
200850,01500
200851,01500
200852,01500
200853,01500
200854,01500
200855,01500
200856,01500
200857,01500
200858,01500
200859,01500
200860,01500
200861,01500
200862,01500
200863,01500
200864,01500
200865,01500
200866,01500
200867,01500
200868,01500
200869,01500
200870,01500
200871,01500
200872,01500
200873,01500
200874,01500
200875,01500
200876,01500
200877,01500
200878,01500
200879,01500
200881,01500
200883,01500
200884,01500
200885,01500
200886,01500
200887,01500
200888,01500
200889,01500
200890,01500
200893,01500
200894,01500
200895,01500
200896,01500
200897,01500
200898,01500
200899,01500
200900,01500
200901,01500
200902,01500
200903,01500
200904,01500
200905,01500
200906,01500
200907,01500
200908,01500
200909,01500
200910,01500
200911,01500
200912,01500
200913,01500
200914,01500
200915,01500
200916,01500
200917,01500
200919,01500
200920,01500
200921,01500
200922,01500
200925,01500
200926,01500
200927,01500
200928,01500
200929,01500
200930,01500
200932,01500
200933,01500
200934,01500
200935,01500
200936,01500
200938,01500
200939,01500
200940,01500
200941,01500
200942,01500
200943,01500
200944,01500
200945,01500
200946,01500
200947,01500
200948,01500
200949,01500
200951,01500
200953,01500
200954,01500
200955,01500
200956,01500
200957,01500
200958,01500
200959,01500
200960,01500
200961,01500
200964,01500
200966,01500
200967,01500
200968,01500
200969,01500
200970,01500
200971,01500
200972,01500
200973,01500
200974,01500
200975,01500
200976,01500
200977,01500
200978,01500
200979,01500
200980,01500
200981,01500
200982,01500
200983,01500
200984,01500
200985,01500
200986,01500
200987,01500
200989,01500
200990,01500
200991,01500
200992,01500
200993,01500
200994,01500
200995,01500
200996,01500
200997,01500
200998,01500
200999,01500
201000,01500
201002,01500
201004,01500
201007,01500
201008,01500
201009,01500
201010,01500
201011,01500
201012,01500
201013,01500
201014,01500
201015,01500
201017,01500
201018,01500
201019,01500
201020,01500
201021,01500
201022,01500
201023,01500
201024,01500
201025,01500
201026,01500
201027,01500
201028,01500
201030,01500
201031,01500
201032,01500
201033,01500
201034,01500
201035,01500
201036,01500
201037,01500
201038,01500
201039,01500
201040,01500
201041,01500
201042,01500
201043,01500
201044,01500
201046,01500
201047,01500
201048,01500
201049,01500
201050,01500
201051,01500
201052,01500
201053,01500
201054,01500
201055,01500
201056,01500
201057,01500
201058,01500
201059,01500
201060,01500
201061,01500
201062,01500
201063,01500
201064,01500
201065,01500
201066,01500
201068,01500
201069,01500
201070,01500
201071,01500
201072,01500
201073,01500
201074,01500
201075,01500
201076,01500
201077,01500
201078,01500
201079,01500
201080,01500
201081,01500
201082,01500
201083,01500
201084,01500
201085,01500
201086,01500
201087,01500
201088,01500
201089,01500
201090,01500
201091,01500
201092,01500
201093,01500
300001,01500
300002,01500
300003,01500
300004,01500
300005,01500
300006,01500
300007,01500
300008,01500
300009,01500
300010,01500
300011,01500
300012,01500
300013,01500
300014,01500
300015,01500
300016,01500
300017,01500
300018,01500
300019,01500
300020,01500
300021,01500
300022,01500
300023,01500
300024,01500
300025,01500
300026,01500
300027,01500
300028,01500
300029,01500
300030,01500
300031,01500
300032,01500
300033,01500
300034,01500
300035,01500
300036,01500
300037,01500
300038,01500
300039,01500
300040,01500
300041,01500
300042,01500
300043,01500
300044,01500
300046,01500
300047,01500
300048,01500
300049,01500
300050,01500
300051,01500
300052,01500
300053,01500
300054,01500
300055,01500
300056,01500
300057,01500
300058,01500
300059,01500
300060,01500
300061,01500
300062,01500
300063,01500
300064,01500
300065,01500
300066,01500
300067,01500
300068,01500
300069,01500
300070,01500
300071,01500
300072,01500
300073,01500
300074,01500
300075,01500
300076,01500
300077,01500
300078,01500
300079,01500
300080,01500
300081,01500
300082,01500
300083,01500
300084,01500
300085,01500
300086,01500
300087,01500
300088,01500
300089,01500
300090,01500
300092,01500
300093,01500
300094,01500
300095,01500
300096,01500
300097,01500
300098,01500
300099,01500
300100,01500
300101,01500
300102,01500
300103,01500
300104,01500
300105,01500
300106,01500
300107,01500
300108,01500
300109,01500
300110,01500
300111,01500
300112,01500
300113,01500
300114,01500
300115,01500
300116,01500
300118,01500
300119,01500
300120,01500
300121,01500
300122,01500
300123,01500
300124,01500
300125,01500
300126,01500
300127,01500
300128,01500
300129,01500
300130,01500
300131,01500
300132,01500
300133,01500
300134,01500
300135,01500
300136,01500
300137,01500
300138,01500
300139,01500
300140,01500
300141,01500
300142,01500
300143,01500
300144,01500
300145,01500
300146,01500
300147,01500
300148,01500
300149,01500
300150,01500
300151,01500
300152,01500
300153,01500
300154,01500
300155,01500
300156,01500
300157,01500
300158,01500
300159,01500
300160,01500
300161,01500
300162,01500
300163,01500
300164,01500
300165,01500
300166,01500
300167,01500
300168,01500
300169,01500
300170,01500
300171,01500
300172,01500
300173,01500
300174,01500
300175,01500
300176,01500
300177,01500
300178,01500
300179,01500
300180,01500
300181,01500
300182,01500
300183,01500
300184,01500
300185,01500
300186,01500
300187,01500
300188,01500
300189,01500
300190,01500
300191,01500
300192,01500
300193,01500
300194,01500
300195,01500
300196,01500
300197,01500
300198,01500
300199,01500
300200,01500
300201,01500
300202,01500
300203,01500
300204,01500
300205,01500
300206,01500
300207,01500
300208,01500
300209,01500
300210,01500
300211,01500
300212,01500
300213,01500
300214,01500
300215,01500
300216,01500
300217,01500
300218,01500
300219,01500
300220,01500
300221,01500
300222,01500
300223,01500
300224,01500
300225,01500
300226,01500
300227,01500
300228,01500
300229,01500
300230,01500
300231,01500
300232,01500
300233,01500
300234,01500
300235,01500
300236,01500
300237,01500
300238,01500
300239,01500
300240,01500
300241,01500
300242,01500
300243,01500
300244,01500
300245,01500
300246,01500
300247,01500
300248,01500
300249,01500
300250,01500
300251,01500
300252,01500
300253,01500
300254,01500
300255,01500
300256,01500
300257,01500
300258,01500
300259,01500
300260,01500
300261,01500
300262,01500
300263,01500
300264,01500
300265,01500
300266,01500
300267,01500
300268,01500
300269,01500
300270,01500
300271,01500
300272,01500
300273,01500
300274,01500
300275,01500
300276,01500
300277,01500
300279,01500
300280,01500
300281,01500
300282,01500
300283,01500
300284,01500
300286,01500
300287,01500
300288,01500
300289,01500
300290,01500
300291,01500
300292,01500
300293,01500
300295,01500
300296,01500
300297,01500
300298,01500
300299,01500
300300,01500
300301,01500
300302,01500
300303,01500
300304,01500
300305,01500
300306,01500
300307,01500
300308,01500
300309,01500
300310,01500
300311,01500
300312,01500
300313,01500
300314,01500
300315,01500
300316,01500
300317,01500
300318,01500
300319,01500
300320,01500
300321,01500
300322,01500
300323,01500
300324,01500
300325,01500
300326,01500
300327,01500
300328,01500
300329,01500
300330,01500
300331,01500
300332,01500
300333,01500
300334,01500
300335,01500
300336,01500
300337,01500
300338,01500
300339,01500
300340,01500
300341,01500
300342,01500
300343,01500
300344,01500
300345,01500
300346,01500
300347,01500
300348,01500
300349,01500
300350,01500
300351,01500
300352,01500
300353,01500
300354,01500
300355,01500
300356,01500
300357,01500
300358,01500
300359,01500
300360,01500
300361,01500
300362,01500
300363,01500
300364,01500
300365,01500
