hh_id,taz,income,workers,size,autos,autonomousVehicles,walk_subzone,cdap_pattern,jtf_pattern,humanVehicles
55,3,61799,2,2,2,1,1,MN,0_tours,1
56,3,122820,2,2,0,0,1,MN,0_tours,0
57,3,122820,2,2,1,0,1,MN,0_tours,1
58,3,122820,2,2,1,1,1,MN,0_tours,0
59,3,122820,2,2,2,0,1,MN,0_tours,2
60,3,122820,2,2,2,1,1,MN,0_tours,1
61,4,12878,2,2,0,0,1,MN,0_tours,0
62,4,12878,2,2,1,0,1,MN,0_tours,1
63,4,12878,2,2,1,1,1,MN,0_tours,0
64,4,12878,2,2,2,0,1,MN,0_tours,2
65,4,12878,2,2,2,1,1,MN,0_tours,1
66,4,35282,2,2,0,0,1,MN,0_tours,0
67,4,35282,2,2,1,0,1,MN,0_tours,1
68,4,35282,2,2,1,1,1,MN,0_tours,0
69,4,35282,2,2,2,0,1,MN,0_tours,2
70,4,35282,2,2,2,1,1,MN,0_tours,1
71,4,61799,2,2,0,0,1,MN,0_tours,0
72,4,61799,2,2,1,0,1,MN,0_tours,1
73,4,61799,2,2,1,1,1,MN,0_tours,0
74,4,61799,2,2,2,0,1,MN,0_tours,2
75,4,61799,2,2,2,1,1,MN,0_tours,1
76,4,122820,2,2,0,0,1,MN,0_tours,0
77,4,122820,2,2,1,0,1,MN,0_tours,1
78,4,122820,2,2,1,1,1,MN,0_tours,0
79,4,122820,2,2,2,0,1,MN,0_tours,2
80,4,122820,2,2,2,1,1,MN,0_tours,1
81,5,12878,2,2,0,0,1,MN,0_tours,0
82,5,12878,2,2,1,0,1,MN,0_tours,1
83,5,12878,2,2,1,1,1,MN,0_tours,0
84,5,12878,2,2,2,0,1,MN,0_tours,2
85,5,12878,2,2,2,1,1,MN,0_tours,1
86,5,35282,2,2,0,0,1,MN,0_tours,0
87,5,35282,2,2,1,0,1,MN,0_tours,1
88,5,35282,2,2,1,1,1,MN,0_tours,0
89,5,35282,2,2,2,0,1,MN,0_tours,2
90,5,35282,2,2,2,1,1,MN,0_tours,1
91,5,61799,2,2,0,0,1,MN,0_tours,0
92,5,61799,2,2,1,0,1,MN,0_tours,1
93,5,61799,2,2,1,1,1,MN,0_tours,0
94,5,61799,2,2,2,0,1,MN,0_tours,2
95,5,61799,2,2,2,1,1,MN,0_tours,1
96,5,122820,2,2,0,0,1,MN,0_tours,0
97,5,122820,2,2,1,0,1,MN,0_tours,1
98,5,122820,2,2,1,1,1,MN,0_tours,0
99,5,122820,2,2,2,0,1,MN,0_tours,2
100,5,122820,2,2,2,1,1,MN,0_tours,1
101,6,12878,2,2,0,0,1,MN,0_tours,0
102,6,12878,2,2,1,0,1,MN,0_tours,1
103,6,12878,2,2,1,1,1,MN,0_tours,0
104,6,12878,2,2,2,0,1,MN,0_tours,2
105,6,12878,2,2,2,1,1,MN,0_tours,1
106,6,35282,2,2,0,0,1,MN,0_tours,0
107,6,35282,2,2,1,0,1,MN,0_tours,1
108,6,35282,2,2,1,1,1,MN,0_tours,0
109,6,35282,2,2,2,0,1,MN,0_tours,2
110,6,35282,2,2,2,1,1,MN,0_tours,1
111,6,61799,2,2,0,0,1,MN,0_tours,0
112,6,61799,2,2,1,0,1,MN,0_tours,1
113,6,61799,2,2,1,1,1,MN,0_tours,0
114,6,61799,2,2,2,0,1,MN,0_tours,2
115,6,61799,2,2,2,1,1,MN,0_tours,1
116,6,122820,2,2,0,0,1,MN,0_tours,0
117,6,122820,2,2,1,0,1,MN,0_tours,1
118,6,122820,2,2,1,1,1,MN,0_tours,0
119,6,122820,2,2,2,0,1,MN,0_tours,2
120,6,122820,2,2,2,1,1,MN,0_tours,1
121,7,12878,2,2,0,0,1,MN,0_tours,0
122,7,12878,2,2,1,0,1,MN,0_tours,1
123,7,12878,2,2,1,1,1,MN,0_tours,0
124,7,12878,2,2,2,0,1,MN,0_tours,2
125,7,12878,2,2,2,1,1,MN,0_tours,1
126,7,35282,2,2,0,0,1,MN,0_tours,0
127,7,35282,2,2,1,0,1,MN,0_tours,1
128,7,35282,2,2,1,1,1,MN,0_tours,0
129,7,35282,2,2,2,0,1,MN,0_tours,2
130,7,35282,2,2,2,1,1,MN,0_tours,1
131,7,61799,2,2,0,0,1,MN,0_tours,0
132,7,61799,2,2,1,0,1,MN,0_tours,1
133,7,61799,2,2,1,1,1,MN,0_tours,0
134,7,61799,2,2,2,0,1,MN,0_tours,2
135,7,61799,2,2,2,1,1,MN,0_tours,1
136,7,122820,2,2,0,0,1,MN,0_tours,0
137,7,122820,2,2,1,0,1,MN,0_tours,1
138,7,122820,2,2,1,1,1,MN,0_tours,0
139,7,122820,2,2,2,0,1,MN,0_tours,2
140,7,122820,2,2,2,1,1,MN,0_tours,1
141,8,12878,2,2,0,0,1,MN,0_tours,0
142,8,12878,2,2,1,0,1,MN,0_tours,1
143,8,12878,2,2,1,1,1,MN,0_tours,0
144,8,12878,2,2,2,0,1,MN,0_tours,2
145,8,12878,2,2,2,1,1,MN,0_tours,1
146,8,35282,2,2,0,0,1,MN,0_tours,0
147,8,35282,2,2,1,0,1,MN,0_tours,1
148,8,35282,2,2,1,1,1,MN,0_tours,0
149,8,35282,2,2,2,0,1,MN,0_tours,2
150,8,35282,2,2,2,1,1,MN,0_tours,1
151,8,61799,2,2,0,0,1,MN,0_tours,0
152,8,61799,2,2,1,0,1,MN,0_tours,1
153,8,61799,2,2,1,1,1,MN,0_tours,0
154,8,61799,2,2,2,0,1,MN,0_tours,2
155,8,61799,2,2,2,1,1,MN,0_tours,1
156,8,122820,2,2,0,0,1,MN,0_tours,0
157,8,122820,2,2,1,0,1,MN,0_tours,1
158,8,122820,2,2,1,1,1,MN,0_tours,0
159,8,122820,2,2,2,0,1,MN,0_tours,2
160,8,122820,2,2,2,1,1,MN,0_tours,1
161,9,12878,2,2,0,0,1,MN,0_tours,0
162,9,12878,2,2,1,0,1,MN,0_tours,1
163,9,12878,2,2,1,1,1,MN,0_tours,0
164,9,12878,2,2,2,0,1,MN,0_tours,2
165,9,12878,2,2,2,1,1,MN,0_tours,1
166,9,35282,2,2,0,0,1,MN,0_tours,0
167,9,35282,2,2,1,0,1,MN,0_tours,1
168,9,35282,2,2,1,1,1,MN,0_tours,0
169,9,35282,2,2,2,0,1,MN,0_tours,2
170,9,35282,2,2,2,1,1,MN,0_tours,1
171,9,61799,2,2,0,0,1,MN,0_tours,0
172,9,61799,2,2,1,0,1,MN,0_tours,1
173,9,61799,2,2,1,1,1,MN,0_tours,0
174,9,61799,2,2,2,0,1,MN,0_tours,2
175,9,61799,2,2,2,1,1,MN,0_tours,1
176,9,122820,2,2,0,0,1,MN,0_tours,0
177,9,122820,2,2,1,0,1,MN,0_tours,1
178,9,122820,2,2,1,1,1,MN,0_tours,0
179,9,122820,2,2,2,0,1,MN,0_tours,2
180,9,122820,2,2,2,1,1,MN,0_tours,1
181,10,12878,2,2,0,0,1,MN,0_tours,0
182,10,12878,2,2,1,0,1,MN,0_tours,1
183,10,12878,2,2,1,1,1,MN,0_tours,0
184,10,12878,2,2,2,0,1,MN,0_tours,2
185,10,12878,2,2,2,1,1,MN,0_tours,1
186,10,35282,2,2,0,0,1,MN,0_tours,0
187,10,35282,2,2,1,0,1,MN,0_tours,1
188,10,35282,2,2,1,1,1,MN,0_tours,0
189,10,35282,2,2,2,0,1,MN,0_tours,2
190,10,35282,2,2,2,1,1,MN,0_tours,1
191,10,61799,2,2,0,0,1,MN,0_tours,0
192,10,61799,2,2,1,0,1,MN,0_tours,1
193,10,61799,2,2,1,1,1,MN,0_tours,0
194,10,61799,2,2,2,0,1,MN,0_tours,2
195,10,61799,2,2,2,1,1,MN,0_tours,1
196,10,122820,2,2,0,0,1,MN,0_tours,0
197,10,122820,2,2,1,0,1,MN,0_tours,1
198,10,122820,2,2,1,1,1,MN,0_tours,0
199,10,122820,2,2,2,0,1,MN,0_tours,2
200,10,122820,2,2,2,1,1,MN,0_tours,1
201,11,12878,2,2,0,0,1,MN,0_tours,0
202,11,12878,2,2,1,0,1,MN,0_tours,1
203,11,12878,2,2,1,1,1,MN,0_tours,0
204,11,12878,2,2,2,0,1,MN,0_tours,2
205,11,12878,2,2,2,1,1,MN,0_tours,1
206,11,35282,2,2,0,0,1,MN,0_tours,0
207,11,35282,2,2,1,0,1,MN,0_tours,1
208,11,35282,2,2,1,1,1,MN,0_tours,0
209,11,35282,2,2,2,0,1,MN,0_tours,2
210,11,35282,2,2,2,1,1,MN,0_tours,1
211,11,61799,2,2,0,0,1,MN,0_tours,0
212,11,61799,2,2,1,0,1,MN,0_tours,1
213,11,61799,2,2,1,1,1,MN,0_tours,0
214,11,61799,2,2,2,0,1,MN,0_tours,2
215,11,61799,2,2,2,1,1,MN,0_tours,1
216,11,122820,2,2,0,0,1,MN,0_tours,0
217,11,122820,2,2,1,0,1,MN,0_tours,1
218,11,122820,2,2,1,1,1,MN,0_tours,0
219,11,122820,2,2,2,0,1,MN,0_tours,2
220,11,122820,2,2,2,1,1,MN,0_tours,1
221,12,12878,2,2,0,0,1,MN,0_tours,0
222,12,12878,2,2,1,0,1,MN,0_tours,1
223,12,12878,2,2,1,1,1,MN,0_tours,0
224,12,12878,2,2,2,0,1,MN,0_tours,2
225,12,12878,2,2,2,1,1,MN,0_tours,1
226,12,35282,2,2,0,0,1,MN,0_tours,0
227,12,35282,2,2,1,0,1,MN,0_tours,1
228,12,35282,2,2,1,1,1,MN,0_tours,0
229,12,35282,2,2,2,0,1,MN,0_tours,2
230,12,35282,2,2,2,1,1,MN,0_tours,1
231,12,61799,2,2,0,0,1,MN,0_tours,0
232,12,61799,2,2,1,0,1,MN,0_tours,1
233,12,61799,2,2,1,1,1,MN,0_tours,0
234,12,61799,2,2,2,0,1,MN,0_tours,2
235,12,61799,2,2,2,1,1,MN,0_tours,1
236,12,122820,2,2,0,0,1,MN,0_tours,0
237,12,122820,2,2,1,0,1,MN,0_tours,1
238,12,122820,2,2,1,1,1,MN,0_tours,0
239,12,122820,2,2,2,0,1,MN,0_tours,2
240,12,122820,2,2,2,1,1,MN,0_tours,1
241,13,12878,2,2,0,0,1,MN,0_tours,0
242,13,12878,2,2,1,0,1,MN,0_tours,1
243,13,12878,2,2,1,1,1,MN,0_tours,0
244,13,12878,2,2,2,0,1,MN,0_tours,2
245,13,12878,2,2,2,1,1,MN,0_tours,1
246,13,35282,2,2,0,0,1,MN,0_tours,0
247,13,35282,2,2,1,0,1,MN,0_tours,1
248,13,35282,2,2,1,1,1,MN,0_tours,0
249,13,35282,2,2,2,0,1,MN,0_tours,2
250,13,35282,2,2,2,1,1,MN,0_tours,1
251,13,61799,2,2,0,0,1,MN,0_tours,0
252,13,61799,2,2,1,0,1,MN,0_tours,1
253,13,61799,2,2,1,1,1,MN,0_tours,0
254,13,61799,2,2,2,0,1,MN,0_tours,2
255,13,61799,2,2,2,1,1,MN,0_tours,1
256,13,122820,2,2,0,0,1,MN,0_tours,0
257,13,122820,2,2,1,0,1,MN,0_tours,1
258,13,122820,2,2,1,1,1,MN,0_tours,0
259,13,122820,2,2,2,0,1,MN,0_tours,2
260,13,122820,2,2,2,1,1,MN,0_tours,1
261,14,12878,2,2,0,0,1,MN,0_tours,0
262,14,12878,2,2,1,0,1,MN,0_tours,1
263,14,12878,2,2,1,1,1,MN,0_tours,0
264,14,12878,2,2,2,0,1,MN,0_tours,2
265,14,12878,2,2,2,1,1,MN,0_tours,1
266,14,35282,2,2,0,0,1,MN,0_tours,0
267,14,35282,2,2,1,0,1,MN,0_tours,1
268,14,35282,2,2,1,1,1,MN,0_tours,0
269,14,35282,2,2,2,0,1,MN,0_tours,2
270,14,35282,2,2,2,1,1,MN,0_tours,1
271,14,61799,2,2,0,0,1,MN,0_tours,0
272,14,61799,2,2,1,0,1,MN,0_tours,1
273,14,61799,2,2,1,1,1,MN,0_tours,0
274,14,61799,2,2,2,0,1,MN,0_tours,2
275,14,61799,2,2,2,1,1,MN,0_tours,1
276,14,122820,2,2,0,0,1,MN,0_tours,0
277,14,122820,2,2,1,0,1,MN,0_tours,1
278,14,122820,2,2,1,1,1,MN,0_tours,0
279,14,122820,2,2,2,0,1,MN,0_tours,2
280,14,122820,2,2,2,1,1,MN,0_tours,1
281,15,12878,2,2,0,0,1,MN,0_tours,0
282,15,12878,2,2,1,0,1,MN,0_tours,1
283,15,12878,2,2,1,1,1,MN,0_tours,0
284,15,12878,2,2,2,0,1,MN,0_tours,2
285,15,12878,2,2,2,1,1,MN,0_tours,1
286,15,35282,2,2,0,0,1,MN,0_tours,0
287,15,35282,2,2,1,0,1,MN,0_tours,1
288,15,35282,2,2,1,1,1,MN,0_tours,0
289,15,35282,2,2,2,0,1,MN,0_tours,2
290,15,35282,2,2,2,1,1,MN,0_tours,1
291,15,61799,2,2,0,0,1,MN,0_tours,0
292,15,61799,2,2,1,0,1,MN,0_tours,1
293,15,61799,2,2,1,1,1,MN,0_tours,0
294,15,61799,2,2,2,0,1,MN,0_tours,2
295,15,61799,2,2,2,1,1,MN,0_tours,1
296,15,122820,2,2,0,0,1,MN,0_tours,0
297,15,122820,2,2,1,0,1,MN,0_tours,1
298,15,122820,2,2,1,1,1,MN,0_tours,0
299,15,122820,2,2,2,0,1,MN,0_tours,2
300,15,122820,2,2,2,1,1,MN,0_tours,1
301,16,12878,2,2,0,0,1,MN,0_tours,0
302,16,12878,2,2,1,0,1,MN,0_tours,1
303,16,12878,2,2,1,1,1,MN,0_tours,0
304,16,12878,2,2,2,0,1,MN,0_tours,2
305,16,12878,2,2,2,1,1,MN,0_tours,1
306,16,35282,2,2,0,0,1,MN,0_tours,0
307,16,35282,2,2,1,0,1,MN,0_tours,1
308,16,35282,2,2,1,1,1,MN,0_tours,0
309,16,35282,2,2,2,0,1,MN,0_tours,2
310,16,35282,2,2,2,1,1,MN,0_tours,1
311,16,61799,2,2,0,0,1,MN,0_tours,0
312,16,61799,2,2,1,0,1,MN,0_tours,1
313,16,61799,2,2,1,1,1,MN,0_tours,0
314,16,61799,2,2,2,0,1,MN,0_tours,2
315,16,61799,2,2,2,1,1,MN,0_tours,1
316,16,122820,2,2,0,0,1,MN,0_tours,0
317,16,122820,2,2,1,0,1,MN,0_tours,1
318,16,122820,2,2,1,1,1,MN,0_tours,0
319,16,122820,2,2,2,0,1,MN,0_tours,2
320,16,122820,2,2,2,1,1,MN,0_tours,1
321,17,12878,2,2,0,0,1,MN,0_tours,0
322,17,12878,2,2,1,0,1,MN,0_tours,1
323,17,12878,2,2,1,1,1,MN,0_tours,0
324,17,12878,2,2,2,0,1,MN,0_tours,2
325,17,12878,2,2,2,1,1,MN,0_tours,1
326,17,35282,2,2,0,0,1,MN,0_tours,0
327,17,35282,2,2,1,0,1,MN,0_tours,1
328,17,35282,2,2,1,1,1,MN,0_tours,0
329,17,35282,2,2,2,0,1,MN,0_tours,2
330,17,35282,2,2,2,1,1,MN,0_tours,1
331,17,61799,2,2,0,0,1,MN,0_tours,0
332,17,61799,2,2,1,0,1,MN,0_tours,1
333,17,61799,2,2,1,1,1,MN,0_tours,0
334,17,61799,2,2,2,0,1,MN,0_tours,2
335,17,61799,2,2,2,1,1,MN,0_tours,1
336,17,122820,2,2,0,0,1,MN,0_tours,0
337,17,122820,2,2,1,0,1,MN,0_tours,1
338,17,122820,2,2,1,1,1,MN,0_tours,0
339,17,122820,2,2,2,0,1,MN,0_tours,2
340,17,122820,2,2,2,1,1,MN,0_tours,1
341,18,12878,2,2,0,0,1,MN,0_tours,0
342,18,12878,2,2,1,0,1,MN,0_tours,1
343,18,12878,2,2,1,1,1,MN,0_tours,0
344,18,12878,2,2,2,0,1,MN,0_tours,2
345,18,12878,2,2,2,1,1,MN,0_tours,1
346,18,35282,2,2,0,0,1,MN,0_tours,0
347,18,35282,2,2,1,0,1,MN,0_tours,1
348,18,35282,2,2,1,1,1,MN,0_tours,0
349,18,35282,2,2,2,0,1,MN,0_tours,2
350,18,35282,2,2,2,1,1,MN,0_tours,1
351,18,61799,2,2,0,0,1,MN,0_tours,0
352,18,61799,2,2,1,0,1,MN,0_tours,1
353,18,61799,2,2,1,1,1,MN,0_tours,0
354,18,61799,2,2,2,0,1,MN,0_tours,2
355,18,61799,2,2,2,1,1,MN,0_tours,1
356,18,122820,2,2,0,0,1,MN,0_tours,0
357,18,122820,2,2,1,0,1,MN,0_tours,1
358,18,122820,2,2,1,1,1,MN,0_tours,0
359,18,122820,2,2,2,0,1,MN,0_tours,2
360,18,122820,2,2,2,1,1,MN,0_tours,1
361,19,12878,2,2,0,0,1,MN,0_tours,0
362,19,12878,2,2,1,0,1,MN,0_tours,1
363,19,12878,2,2,1,1,1,MN,0_tours,0
364,19,12878,2,2,2,0,1,MN,0_tours,2
365,19,12878,2,2,2,1,1,MN,0_tours,1
366,19,35282,2,2,0,0,1,MN,0_tours,0
367,19,35282,2,2,1,0,1,MN,0_tours,1
368,19,35282,2,2,1,1,1,MN,0_tours,0
369,19,35282,2,2,2,0,1,MN,0_tours,2
370,19,35282,2,2,2,1,1,MN,0_tours,1
371,19,61799,2,2,0,0,1,MN,0_tours,0
372,19,61799,2,2,1,0,1,MN,0_tours,1
373,19,61799,2,2,1,1,1,MN,0_tours,0
374,19,61799,2,2,2,0,1,MN,0_tours,2
375,19,61799,2,2,2,1,1,MN,0_tours,1
376,19,122820,2,2,0,0,1,MN,0_tours,0
377,19,122820,2,2,1,0,1,MN,0_tours,1
378,19,122820,2,2,1,1,1,MN,0_tours,0
379,19,122820,2,2,2,0,1,MN,0_tours,2
380,19,122820,2,2,2,1,1,MN,0_tours,1
381,20,12878,2,2,0,0,1,MN,0_tours,0
382,20,12878,2,2,1,0,1,MN,0_tours,1
383,20,12878,2,2,1,1,1,MN,0_tours,0
384,20,12878,2,2,2,0,1,MN,0_tours,2
385,20,12878,2,2,2,1,1,MN,0_tours,1
386,20,35282,2,2,0,0,1,MN,0_tours,0
387,20,35282,2,2,1,0,1,MN,0_tours,1
388,20,35282,2,2,1,1,1,MN,0_tours,0
389,20,35282,2,2,2,0,1,MN,0_tours,2
390,20,35282,2,2,2,1,1,MN,0_tours,1
391,20,61799,2,2,0,0,1,MN,0_tours,0
392,20,61799,2,2,1,0,1,MN,0_tours,1
393,20,61799,2,2,1,1,1,MN,0_tours,0
394,20,61799,2,2,2,0,1,MN,0_tours,2
395,20,61799,2,2,2,1,1,MN,0_tours,1
396,20,122820,2,2,0,0,1,MN,0_tours,0
397,20,122820,2,2,1,0,1,MN,0_tours,1
398,20,122820,2,2,1,1,1,MN,0_tours,0
399,20,122820,2,2,2,0,1,MN,0_tours,2
400,20,122820,2,2,2,1,1,MN,0_tours,1
401,21,12878,2,2,0,0,1,MN,0_tours,0
402,21,12878,2,2,1,0,1,MN,0_tours,1
403,21,12878,2,2,1,1,1,MN,0_tours,0
404,21,12878,2,2,2,0,1,MN,0_tours,2
405,21,12878,2,2,2,1,1,MN,0_tours,1
406,21,35282,2,2,0,0,1,MN,0_tours,0
407,21,35282,2,2,1,0,1,MN,0_tours,1
408,21,35282,2,2,1,1,1,MN,0_tours,0
409,21,35282,2,2,2,0,1,MN,0_tours,2
410,21,35282,2,2,2,1,1,MN,0_tours,1
411,21,61799,2,2,0,0,1,MN,0_tours,0
412,21,61799,2,2,1,0,1,MN,0_tours,1
413,21,61799,2,2,1,1,1,MN,0_tours,0
414,21,61799,2,2,2,0,1,MN,0_tours,2
415,21,61799,2,2,2,1,1,MN,0_tours,1
416,21,122820,2,2,0,0,1,MN,0_tours,0
417,21,122820,2,2,1,0,1,MN,0_tours,1
418,21,122820,2,2,1,1,1,MN,0_tours,0
419,21,122820,2,2,2,0,1,MN,0_tours,2
420,21,122820,2,2,2,1,1,MN,0_tours,1
421,22,12878,2,2,0,0,1,MN,0_tours,0
422,22,12878,2,2,1,0,1,MN,0_tours,1
423,22,12878,2,2,1,1,1,MN,0_tours,0
424,22,12878,2,2,2,0,1,MN,0_tours,2
425,22,12878,2,2,2,1,1,MN,0_tours,1
426,22,35282,2,2,0,0,1,MN,0_tours,0
427,22,35282,2,2,1,0,1,MN,0_tours,1
428,22,35282,2,2,1,1,1,MN,0_tours,0
429,22,35282,2,2,2,0,1,MN,0_tours,2
430,22,35282,2,2,2,1,1,MN,0_tours,1
431,22,61799,2,2,0,0,1,MN,0_tours,0
432,22,61799,2,2,1,0,1,MN,0_tours,1
433,22,61799,2,2,1,1,1,MN,0_tours,0
434,22,61799,2,2,2,0,1,MN,0_tours,2
435,22,61799,2,2,2,1,1,MN,0_tours,1
436,22,122820,2,2,0,0,1,MN,0_tours,0
437,22,122820,2,2,1,0,1,MN,0_tours,1
438,22,122820,2,2,1,1,1,MN,0_tours,0
439,22,122820,2,2,2,0,1,MN,0_tours,2
440,22,122820,2,2,2,1,1,MN,0_tours,1
441,23,12878,2,2,0,0,1,MN,0_tours,0
442,23,12878,2,2,1,0,1,MN,0_tours,1
443,23,12878,2,2,1,1,1,MN,0_tours,0
444,23,12878,2,2,2,0,1,MN,0_tours,2
445,23,12878,2,2,2,1,1,MN,0_tours,1
446,23,35282,2,2,0,0,1,MN,0_tours,0
447,23,35282,2,2,1,0,1,MN,0_tours,1
448,23,35282,2,2,1,1,1,MN,0_tours,0
449,23,35282,2,2,2,0,1,MN,0_tours,2
450,23,35282,2,2,2,1,1,MN,0_tours,1
451,23,61799,2,2,0,0,1,MN,0_tours,0
452,23,61799,2,2,1,0,1,MN,0_tours,1
453,23,61799,2,2,1,1,1,MN,0_tours,0
454,23,61799,2,2,2,0,1,MN,0_tours,2
455,23,61799,2,2,2,1,1,MN,0_tours,1
456,23,122820,2,2,0,0,1,MN,0_tours,0
457,23,122820,2,2,1,0,1,MN,0_tours,1
458,23,122820,2,2,1,1,1,MN,0_tours,0
459,23,122820,2,2,2,0,1,MN,0_tours,2
460,23,122820,2,2,2,1,1,MN,0_tours,1
461,24,12878,2,2,0,0,1,MN,0_tours,0
462,24,12878,2,2,1,0,1,MN,0_tours,1
463,24,12878,2,2,1,1,1,MN,0_tours,0
464,24,12878,2,2,2,0,1,MN,0_tours,2
465,24,12878,2,2,2,1,1,MN,0_tours,1
466,24,35282,2,2,0,0,1,MN,0_tours,0
467,24,35282,2,2,1,0,1,MN,0_tours,1
468,24,35282,2,2,1,1,1,MN,0_tours,0
469,24,35282,2,2,2,0,1,MN,0_tours,2
470,24,35282,2,2,2,1,1,MN,0_tours,1
471,24,61799,2,2,0,0,1,MN,0_tours,0
472,24,61799,2,2,1,0,1,MN,0_tours,1
473,24,61799,2,2,1,1,1,MN,0_tours,0
474,24,61799,2,2,2,0,1,MN,0_tours,2
475,24,61799,2,2,2,1,1,MN,0_tours,1
476,24,122820,2,2,0,0,1,MN,0_tours,0
477,24,122820,2,2,1,0,1,MN,0_tours,1
478,24,122820,2,2,1,1,1,MN,0_tours,0
479,24,122820,2,2,2,0,1,MN,0_tours,2
480,24,122820,2,2,2,1,1,MN,0_tours,1
481,25,12878,2,2,0,0,1,MN,0_tours,0
482,25,12878,2,2,1,0,1,MN,0_tours,1
483,25,12878,2,2,1,1,1,MN,0_tours,0
484,25,12878,2,2,2,0,1,MN,0_tours,2
485,25,12878,2,2,2,1,1,MN,0_tours,1
486,25,35282,2,2,0,0,1,MN,0_tours,0
487,25,35282,2,2,1,0,1,MN,0_tours,1
488,25,35282,2,2,1,1,1,MN,0_tours,0
489,25,35282,2,2,2,0,1,MN,0_tours,2
490,25,35282,2,2,2,1,1,MN,0_tours,1
491,25,61799,2,2,0,0,1,MN,0_tours,0
492,25,61799,2,2,1,0,1,MN,0_tours,1
493,25,61799,2,2,1,1,1,MN,0_tours,0
494,25,61799,2,2,2,0,1,MN,0_tours,2
495,25,61799,2,2,2,1,1,MN,0_tours,1
496,25,122820,2,2,0,0,1,MN,0_tours,0
497,25,122820,2,2,1,0,1,MN,0_tours,1
498,25,122820,2,2,1,1,1,MN,0_tours,0
499,25,122820,2,2,2,0,1,MN,0_tours,2
500,25,122820,2,2,2,1,1,MN,0_tours,1
501,26,12878,2,2,0,0,1,MN,0_tours,0
502,26,12878,2,2,1,0,1,MN,0_tours,1
503,26,12878,2,2,1,1,1,MN,0_tours,0
504,26,12878,2,2,2,0,1,MN,0_tours,2
505,26,12878,2,2,2,1,1,MN,0_tours,1
506,26,35282,2,2,0,0,1,MN,0_tours,0
507,26,35282,2,2,1,0,1,MN,0_tours,1
508,26,35282,2,2,1,1,1,MN,0_tours,0
509,26,35282,2,2,2,0,1,MN,0_tours,2
510,26,35282,2,2,2,1,1,MN,0_tours,1
511,26,61799,2,2,0,0,1,MN,0_tours,0
512,26,61799,2,2,1,0,1,MN,0_tours,1
513,26,61799,2,2,1,1,1,MN,0_tours,0
514,26,61799,2,2,2,0,1,MN,0_tours,2
