MAZ,households,HHSize1,HHSize2,HHSize3,HHSize4p,HHType1,HHType2,HHType3,HHType4,HHType5,maz_seq1,taz_seq1,TAZ,PUMA,COUNTYFP,mtc_county_id,county_name
227792,50,7,17,9,17,37,2,3,7,1,15793,1628,200620,2702,85,3,Santa Clara
227793,67,16,20,11,20,42,1,5,16,3,15794,1632,200624,2702,85,3,Santa Clara
227794,57,15,18,10,14,31,2,5,15,4,15795,1633,200625,2702,85,3,Santa Clara
227799,61,8,26,11,16,45,2,4,8,2,15796,1723,200725,2702,85,3,Santa Clara
227802,46,11,14,9,12,25,2,5,11,3,15797,1347,200321,2703,85,3,Santa Clara
227803,27,5,6,5,11,16,2,2,5,2,15798,1350,200324,2703,85,3,Santa Clara
227804,46,9,11,9,17,27,4,3,9,3,15799,1350,200324,2703,85,3,Santa Clara
227806,20,3,7,4,6,12,1,2,3,2,15800,1353,200327,2703,85,3,Santa Clara
227816,14,3,5,2,4,8,1,1,3,1,15801,1510,200493,2711,85,3,Santa Clara
227817,45,11,14,8,12,25,2,4,11,3,15802,1510,200493,2711,85,3,Santa Clara
227819,82,16,27,15,24,51,2,8,16,5,15803,1680,200677,2707,85,3,Santa Clara
227821,95,18,32,17,28,59,2,10,18,6,15804,1680,200677,2707,85,3,Santa Clara
227823,37,7,12,7,11,23,1,4,7,2,15805,1680,200677,2707,85,3,Santa Clara
227825,22,3,7,4,8,15,1,2,3,1,15806,1905,200928,2707,85,3,Santa Clara
227826,23,6,8,4,5,12,1,2,6,2,15807,1051,200009,2701,85,3,Santa Clara
227841,45,3,9,11,22,34,2,5,3,1,15808,1602,200593,2705,85,3,Santa Clara
227848,98,11,14,14,59,55,11,17,11,4,15809,1788,200800,2705,85,3,Santa Clara
227849,39,5,7,7,20,24,2,6,5,2,15810,1581,200570,2713,85,3,Santa Clara
227851,50,2,7,10,31,34,4,9,2,1,15811,1256,200226,2710,85,3,Santa Clara
227853,37,8,9,6,14,21,2,4,8,2,15812,1132,200097,2712,85,3,Santa Clara
227854,33,5,11,6,11,23,1,3,5,1,15813,1246,200215,2712,85,3,Santa Clara
227855,53,8,16,11,18,35,3,5,8,2,15814,1929,200956,2711,85,3,Santa Clara
227859,30,8,10,5,7,18,1,2,8,1,15815,1926,200953,2710,85,3,Santa Clara
227862,88,24,27,16,21,51,3,7,24,3,15816,1926,200953,2710,85,3,Santa Clara
227863,21,3,8,4,6,12,2,3,3,1,15817,1509,200491,2711,85,3,Santa Clara
227865,32,4,12,6,10,20,2,4,4,2,15818,1970,201002,2711,85,3,Santa Clara
227867,32,9,11,5,7,14,2,4,9,3,15819,1373,200348,2710,85,3,Santa Clara
227868,25,7,9,4,5,11,2,3,7,2,15820,1373,200348,2710,85,3,Santa Clara
227871,5,1,1,1,2,4,0,0,1,0,15821,2004,201041,2707,85,3,Santa Clara
227872,16,3,4,4,5,9,1,2,3,1,15822,1551,200537,2707,85,3,Santa Clara
227873,25,4,7,5,9,17,1,2,4,1,15823,1244,200213,2711,85,3,Santa Clara
227874,70,11,25,15,19,47,3,6,11,3,15824,1769,200778,2702,85,3,Santa Clara
227885,43,5,6,7,25,21,5,8,5,4,15825,1879,200899,2710,85,3,Santa Clara
227886,134,16,20,23,75,63,17,26,16,12,15826,1879,200899,2710,85,3,Santa Clara
227889,5,2,1,1,1,1,0,1,2,1,15827,1219,200188,2710,85,3,Santa Clara
227891,29,7,8,4,10,17,1,3,7,1,15828,1982,201018,2702,85,3,Santa Clara
227892,23,6,6,4,7,13,1,2,6,1,15829,1982,201018,2702,85,3,Santa Clara
227894,6,2,2,1,1,3,0,1,2,0,15830,1760,200768,2701,85,3,Santa Clara
227898,46,7,14,9,16,33,1,4,7,1,15831,1690,200687,2707,85,3,Santa Clara
227903,0,0,0,0,0,0,0,0,0,0,15832,1502,200484,2703,85,3,Santa Clara
227904,6,2,2,1,1,4,0,0,2,0,15833,1049,200007,2707,85,3,Santa Clara
227906,0,0,0,0,0,0,0,0,0,0,15834,1142,200107,2701,85,3,Santa Clara
227907,36,4,10,7,15,24,2,4,4,2,15835,1486,200467,2712,85,3,Santa Clara
227908,77,9,27,14,27,55,3,7,9,3,15836,1728,200732,2712,85,3,Santa Clara
227916,0,0,0,0,0,0,0,0,0,0,15837,1333,200307,2709,85,3,Santa Clara
227917,50,7,14,9,20,23,3,16,7,1,15838,1148,200113,2710,85,3,Santa Clara
227928,18,2,5,3,8,12,1,2,2,1,15839,1438,200419,2706,85,3,Santa Clara
227930,43,5,14,10,14,28,3,5,5,2,15840,1673,200669,2706,85,3,Santa Clara
227931,23,8,5,2,8,7,1,4,9,2,15841,1152,200117,2706,85,3,Santa Clara
227936,51,4,14,9,24,39,2,4,4,2,15842,1666,200662,2706,85,3,Santa Clara
227937,39,3,11,7,18,30,2,3,3,1,15843,1666,200662,2706,85,3,Santa Clara
227938,37,3,10,7,17,28,2,3,3,1,15844,1666,200662,2706,85,3,Santa Clara
227940,46,10,13,7,16,19,4,10,10,3,15845,1670,200666,2706,85,3,Santa Clara
227944,212,43,61,43,65,124,8,24,43,13,15846,1832,200847,2703,85,3,Santa Clara
227946,127,33,46,25,23,64,5,10,33,15,15847,1874,200894,2703,85,3,Santa Clara
227947,34,2,4,5,23,19,4,7,2,2,15848,1467,200448,2714,85,3,Santa Clara
227948,36,7,6,6,17,17,3,7,7,2,15849,1200,200167,2714,85,3,Santa Clara
227949,31,6,6,5,14,16,2,6,6,1,15850,1200,200167,2714,85,3,Santa Clara
227953,51,2,5,4,40,28,6,12,2,3,15851,1716,200716,2714,85,3,Santa Clara
227956,50,3,6,6,35,29,5,10,3,3,15852,1076,200034,2714,85,3,Santa Clara
227961,302,124,111,34,33,81,10,21,123,67,15853,1333,200307,2709,85,3,Santa Clara
227967,149,50,44,22,33,51,10,13,50,25,15854,1525,200511,2701,85,3,Santa Clara
227975,31,6,12,5,8,18,1,3,6,3,15855,1923,200948,2708,85,3,Santa Clara
227976,30,6,11,5,8,18,1,2,6,3,15856,1923,200948,2708,85,3,Santa Clara
227977,0,0,0,0,0,0,0,0,0,0,15857,1611,200603,2708,85,3,Santa Clara
227978,27,7,9,5,6,12,1,4,7,3,15858,1611,200603,2708,85,3,Santa Clara
227980,19,4,7,3,5,9,1,3,4,2,15859,1967,200998,2710,85,3,Santa Clara
227983,40,8,11,9,12,24,1,5,8,2,15860,1124,200088,2711,85,3,Santa Clara
227986,20,3,6,4,7,11,2,3,3,1,15861,1917,200942,2711,85,3,Santa Clara
227987,23,3,8,4,8,16,1,2,3,1,15862,1955,200985,2711,85,3,Santa Clara
227988,36,4,12,7,13,26,1,3,4,2,15863,1955,200985,2711,85,3,Santa Clara
227989,53,7,15,13,18,37,2,5,7,2,15864,1998,201035,2712,85,3,Santa Clara
227990,48,6,20,9,13,37,1,3,6,1,15865,1999,201036,2712,85,3,Santa Clara
227991,49,5,17,9,18,39,2,2,5,1,15866,1294,200266,2712,85,3,Santa Clara
227992,25,3,8,5,9,19,1,2,3,0,15867,2001,201038,2712,85,3,Santa Clara
227993,47,6,14,9,18,35,2,3,6,1,15868,2001,201038,2712,85,3,Santa Clara
227994,34,3,11,5,15,27,2,2,3,0,15869,1487,200468,2712,85,3,Santa Clara
227995,201,50,54,36,61,110,8,20,50,13,15870,1449,200430,2703,85,3,Santa Clara
227996,42,10,11,8,13,23,2,4,10,3,15871,1449,200430,2703,85,3,Santa Clara
227997,29,5,7,5,12,14,2,5,5,3,15872,1910,200934,2703,85,3,Santa Clara
227998,195,36,47,36,76,96,13,30,36,20,15873,1910,200934,2703,85,3,Santa Clara
227999,19,3,5,4,7,10,1,3,3,2,15874,1910,200934,2703,85,3,Santa Clara
228000,33,4,9,6,14,19,2,5,4,3,15875,1452,200433,2703,85,3,Santa Clara
228002,42,12,15,8,7,14,1,3,12,12,15876,1451,200432,2703,85,3,Santa Clara
228007,38,12,13,5,8,21,1,2,12,2,15877,1425,200403,2710,85,3,Santa Clara
228008,86,27,30,12,17,45,3,5,27,6,15878,1425,200403,2710,85,3,Santa Clara
228012,395,184,125,40,46,113,16,39,184,43,15879,1075,200033,2710,85,3,Santa Clara
228015,24,8,6,2,8,8,2,3,8,3,15880,1709,200709,2709,85,3,Santa Clara
228019,45,9,15,8,13,29,1,4,9,2,15881,1129,200093,2701,85,3,Santa Clara
228028,82,13,26,18,25,52,4,8,13,5,15882,1904,200927,2711,85,3,Santa Clara
228030,39,9,13,7,10,23,2,3,9,2,15883,1510,200493,2711,85,3,Santa Clara
228031,28,7,9,5,7,16,1,2,7,2,15884,1510,200493,2711,85,3,Santa Clara
228034,36,5,11,7,13,26,1,3,5,1,15885,1905,200928,2707,85,3,Santa Clara
228036,69,21,20,13,15,30,4,7,22,6,15886,1940,200970,2707,85,3,Santa Clara
228048,37,5,14,6,12,28,1,2,5,1,15887,2030,201069,2701,85,3,Santa Clara
228050,38,3,5,6,24,25,2,7,3,1,15888,1174,200140,2705,85,3,Santa Clara
228051,36,6,10,5,15,24,1,3,6,2,15889,1950,200980,2705,85,3,Santa Clara
228052,44,4,7,9,24,28,3,8,4,1,15890,1173,200139,2705,85,3,Santa Clara
228055,40,6,13,7,14,26,2,4,6,2,15891,1305,200277,2705,85,3,Santa Clara
228056,94,5,11,19,59,79,2,7,5,1,15892,1189,200155,2713,85,3,Santa Clara
228060,36,13,12,6,5,15,1,2,13,5,15893,1067,200025,2701,85,3,Santa Clara
228064,0,0,0,0,0,0,0,0,0,0,15894,1067,200025,2701,85,3,Santa Clara
228069,46,19,13,6,8,17,2,3,19,5,15895,1066,200024,2701,85,3,Santa Clara
228072,0,0,0,0,0,0,0,0,0,0,15896,1080,200038,2701,85,3,Santa Clara
228076,128,45,42,18,23,45,8,10,45,20,15897,1576,200565,2701,85,3,Santa Clara
228081,168,8,20,26,114,98,17,39,8,6,15898,1838,200853,2713,85,3,Santa Clara
228083,44,4,7,5,28,25,6,7,4,2,15899,1787,200799,2713,85,3,Santa Clara
228084,27,2,5,3,17,16,4,4,2,1,15900,1787,200799,2713,85,3,Santa Clara
228085,41,3,5,5,28,24,6,7,3,1,15901,1076,200034,2714,85,3,Santa Clara
228086,104,7,9,14,74,59,10,23,7,5,15902,1147,200112,2710,85,3,Santa Clara
228088,17,8,4,2,3,6,1,2,7,1,15903,1569,200558,2701,85,3,Santa Clara
228091,37,9,10,6,12,20,2,4,9,2,15904,1982,201018,2702,85,3,Santa Clara
228096,0,0,0,0,0,0,0,0,0,0,15905,1813,200827,2707,85,3,Santa Clara
228099,85,7,21,20,37,67,3,5,7,3,15906,1322,200296,2707,85,3,Santa Clara
228100,109,17,34,20,38,78,2,9,17,3,15907,1690,200687,2707,85,3,Santa Clara
228101,50,7,19,9,15,39,1,2,7,1,15908,1691,200688,2707,85,3,Santa Clara
228102,78,11,29,15,23,60,2,3,11,2,15909,1691,200688,2707,85,3,Santa Clara
228103,31,4,12,6,9,24,1,1,4,1,15910,1691,200688,2707,85,3,Santa Clara
228104,71,10,27,13,21,56,1,2,10,2,15911,1691,200688,2707,85,3,Santa Clara
228109,35,4,11,7,13,23,2,4,4,2,15912,2010,201048,2711,85,3,Santa Clara
228132,339,106,114,61,58,124,22,46,106,41,15913,1962,200993,2703,85,3,Santa Clara
228138,101,18,31,24,28,53,5,9,18,16,15914,1323,200297,2707,85,3,Santa Clara
228144,189,68,47,34,40,99,4,10,68,8,15915,1058,200016,2707,85,3,Santa Clara
228151,96,34,32,15,15,30,6,11,34,15,15916,1235,200204,2710,85,3,Santa Clara
228161,33,3,8,7,15,23,2,4,3,1,15917,1214,200183,2705,85,3,Santa Clara
228164,0,0,0,0,0,0,0,0,0,0,15918,1502,200484,2703,85,3,Santa Clara
228166,0,0,0,0,0,0,0,0,0,0,15919,1085,200044,2701,85,3,Santa Clara
228174,160,55,41,27,37,74,5,12,56,13,15920,1588,200577,2702,85,3,Santa Clara
228182,31,6,7,6,12,19,2,2,6,2,15921,1350,200324,2703,85,3,Santa Clara
228184,396,105,154,84,53,203,14,25,105,49,15922,1301,200273,2703,85,3,Santa Clara
228185,481,127,188,102,64,248,17,30,127,59,15923,1301,200273,2703,85,3,Santa Clara
228187,272,76,82,45,69,126,11,29,76,30,15924,1782,200793,2708,85,3,Santa Clara
228193,0,0,0,0,0,0,0,0,0,0,15925,1105,200067,2708,85,3,Santa Clara
228195,0,0,0,0,0,0,0,0,0,0,15926,1183,200149,2702,85,3,Santa Clara
228198,8,2,3,1,2,5,0,1,2,0,15927,1298,200270,2712,85,3,Santa Clara
228203,0,0,0,0,0,0,0,0,0,0,15928,1048,200006,2706,85,3,Santa Clara
228211,1,1,0,0,0,1,0,0,0,0,15929,1104,200066,2711,85,3,Santa Clara
228213,77,9,33,15,20,59,2,4,9,3,15930,1257,200227,2701,85,3,Santa Clara
228214,44,5,19,9,11,34,1,2,5,2,15931,1257,200227,2701,85,3,Santa Clara
228217,0,0,0,0,0,0,0,0,0,0,15932,1502,200484,2703,85,3,Santa Clara
228222,341,103,94,52,92,199,9,18,102,13,15933,1589,200578,2702,85,3,Santa Clara
228223,382,84,102,74,122,187,28,46,84,37,15934,1062,200020,2702,85,3,Santa Clara
228224,101,35,26,17,23,48,3,7,35,8,15935,1588,200577,2702,85,3,Santa Clara
228225,242,83,62,42,55,101,13,20,83,25,15936,1612,200604,2703,85,3,Santa Clara
228226,9,4,3,1,1,2,0,1,4,2,15937,2003,201040,2703,85,3,Santa Clara
228229,7,3,2,1,1,2,0,0,3,2,15938,2003,201040,2703,85,3,Santa Clara
228231,0,0,0,0,0,0,0,0,0,0,15939,1054,200012,2703,85,3,Santa Clara
228232,33,8,9,5,11,17,2,4,8,2,15940,1982,201018,2702,85,3,Santa Clara
228233,83,30,26,14,13,26,5,11,29,12,15941,1960,200991,2703,85,3,Santa Clara
228253,0,0,0,0,0,0,0,0,0,0,15942,1190,200156,2708,85,3,Santa Clara
228262,0,0,0,0,0,0,0,0,0,0,15943,1812,200825,2706,85,3,Santa Clara
228268,145,20,40,24,61,92,8,17,20,8,15944,1134,200099,2706,85,3,Santa Clara
228273,0,0,0,0,0,0,0,0,0,0,15945,1110,200072,2706,85,3,Santa Clara
228274,73,6,15,11,41,44,6,14,6,3,15946,1544,200530,2706,85,3,Santa Clara
228278,49,7,15,9,18,32,2,5,7,3,15947,1663,200659,2706,85,3,Santa Clara
228282,1,1,0,0,0,1,0,0,0,0,15948,1118,200081,2706,85,3,Santa Clara
228283,17,2,3,3,9,8,2,5,2,0,15949,1151,200116,2706,85,3,Santa Clara
228285,110,49,28,13,20,25,7,11,50,17,15950,1205,200172,2709,85,3,Santa Clara
228287,0,0,0,0,0,0,0,0,0,0,15951,1205,200172,2709,85,3,Santa Clara
228288,0,0,0,0,0,0,0,0,0,0,15952,1194,200160,2709,85,3,Santa Clara
228289,0,0,0,0,0,0,0,0,0,0,15953,2053,201092,2709,85,3,Santa Clara
228290,63,16,21,13,13,33,2,5,16,7,15954,1843,200858,2709,85,3,Santa Clara
228291,627,252,218,90,67,159,31,69,252,116,15955,1796,200808,2709,85,3,Santa Clara
228295,68,16,23,12,17,39,2,5,16,6,15956,1316,200289,2701,85,3,Santa Clara
228297,55,8,18,12,17,40,1,4,8,2,15957,1317,200290,2701,85,3,Santa Clara
228300,46,8,15,7,16,28,2,5,8,3,15958,1407,200385,2703,85,3,Santa Clara
228309,407,121,135,72,79,186,18,41,121,41,15959,1470,200451,2711,85,3,Santa Clara
228313,73,6,27,14,26,60,3,3,6,1,15960,1356,200330,2712,85,3,Santa Clara
228315,90,13,27,17,33,66,2,6,13,3,15961,1905,200928,2707,85,3,Santa Clara
228316,173,55,49,32,37,78,9,17,54,15,15962,1940,200970,2707,85,3,Santa Clara
228334,44,7,13,7,17,29,3,4,7,1,15963,1304,200276,2705,85,3,Santa Clara
228335,55,10,17,10,18,31,3,7,10,4,15964,1215,200184,2705,85,3,Santa Clara
228347,56,7,17,10,22,38,3,6,7,2,15965,1636,200628,2712,85,3,Santa Clara
228348,34,4,10,6,14,23,2,4,4,1,15966,1636,200628,2712,85,3,Santa Clara
228349,27,2,5,5,15,17,2,5,2,1,15967,1260,200230,2713,85,3,Santa Clara
228350,35,3,6,6,20,23,2,6,3,1,15968,1260,200230,2713,85,3,Santa Clara
228351,91,4,16,18,53,77,3,5,4,2,15969,1188,200154,2713,85,3,Santa Clara
228353,0,0,0,0,0,0,0,0,0,0,15970,1547,200533,2706,85,3,Santa Clara
228355,302,21,72,60,149,234,12,25,21,10,15971,1186,200152,2713,85,3,Santa Clara
228358,39,3,7,8,21,26,3,5,3,2,15972,1047,200005,2713,85,3,Santa Clara
228366,72,17,24,12,19,42,3,6,17,4,15973,1510,200493,2711,85,3,Santa Clara
228367,0,0,0,0,0,0,0,0,0,0,15974,1510,200493,2711,85,3,Santa Clara
228369,41,11,15,7,8,21,2,3,11,4,15975,1120,200084,2710,85,3,Santa Clara
228370,77,20,28,13,16,39,4,6,20,8,15976,1120,200084,2710,85,3,Santa Clara
228371,25,7,8,5,5,11,1,3,7,3,15977,1667,200663,2710,85,3,Santa Clara
228372,34,10,11,6,7,15,1,4,10,4,15978,1667,200663,2710,85,3,Santa Clara
228373,30,9,10,5,6,13,1,4,9,3,15979,1667,200663,2710,85,3,Santa Clara
228375,28,12,7,4,5,10,1,3,12,2,15980,1517,200501,2710,85,3,Santa Clara
228380,25,6,7,5,7,10,3,4,6,2,15981,1706,200706,2709,85,3,Santa Clara
228385,0,0,0,0,0,0,0,0,0,0,15982,1813,200827,2707,85,3,Santa Clara
228396,38,4,10,10,14,27,1,4,4,2,15983,1061,200019,2707,85,3,Santa Clara
228400,46,5,12,10,19,27,3,9,5,2,15984,1453,200434,2703,85,3,Santa Clara
228407,0,0,0,0,0,0,0,0,0,0,15985,1233,200202,2704,85,3,Santa Clara
228408,6,1,1,1,3,3,1,1,1,0,15986,1103,200065,2713,85,3,Santa Clara
228410,10,2,3,2,3,6,0,1,3,0,15987,1589,200578,2702,85,3,Santa Clara
228411,26,4,7,5,10,14,2,5,4,1,15988,1515,200498,2714,85,3,Santa Clara
228412,453,162,65,32,194,259,0,0,162,32,15989,1085,200044,2701,85,3,Santa Clara
228414,40,2,5,7,26,34,1,3,2,0,15990,1331,200305,2713,85,3,Santa Clara
228415,119,6,15,22,76,100,4,8,6,1,15991,1331,200305,2713,85,3,Santa Clara
228416,35,6,7,6,16,17,4,6,6,2,15992,1179,200145,2705,85,3,Santa Clara
228418,86,22,29,15,20,39,5,12,22,8,15993,1611,200603,2708,85,3,Santa Clara
228423,62,20,18,9,15,35,1,2,20,4,15994,1168,200134,2701,85,3,Santa Clara
228424,76,11,32,12,21,59,1,2,11,3,15995,1169,200135,2701,85,3,Santa Clara
228425,57,8,24,9,16,44,1,2,8,2,15996,1169,200135,2701,85,3,Santa Clara
228426,5,2,1,1,1,3,0,0,2,0,15997,1168,200134,2701,85,3,Santa Clara
228431,24,3,7,5,9,17,1,2,3,1,15998,1439,200420,2706,85,3,Santa Clara
228433,95,12,29,18,36,66,4,9,12,4,15999,1439,200420,2706,85,3,Santa Clara
228434,27,3,8,5,11,19,1,3,3,1,16000,1439,200420,2706,85,3,Santa Clara
228437,139,36,50,20,33,81,6,11,36,5,16001,1483,200464,2706,85,3,Santa Clara
228438,61,9,21,10,21,36,4,8,9,4,16002,1118,200081,2706,85,3,Santa Clara
228442,12,4,3,2,3,5,1,1,4,1,16003,1714,200714,2706,85,3,Santa Clara
228444,62,13,18,9,22,26,5,14,13,4,16004,1670,200666,2706,85,3,Santa Clara
228446,31,12,8,4,7,13,2,4,11,1,16005,1714,200714,2706,85,3,Santa Clara
228447,76,8,25,12,31,58,4,5,8,1,16006,1487,200468,2712,85,3,Santa Clara
228451,284,73,92,49,70,161,8,23,73,19,16007,1633,200625,2702,85,3,Santa Clara
228453,73,15,26,11,21,47,3,4,15,4,16008,1635,200627,2702,85,3,Santa Clara
228454,46,10,16,9,11,30,1,3,10,2,16009,1725,200727,2702,85,3,Santa Clara
228455,48,11,15,10,12,31,1,3,11,2,16010,1725,200727,2702,85,3,Santa Clara
228458,35,5,15,6,9,26,1,2,5,1,16011,1723,200725,2702,85,3,Santa Clara
228459,24,8,7,4,5,10,1,3,8,2,16012,2007,201044,2703,85,3,Santa Clara
228463,86,19,27,17,23,47,6,10,19,4,16013,1349,200323,2703,85,3,Santa Clara
228464,0,0,0,0,0,0,0,0,0,0,16014,1235,200204,2710,85,3,Santa Clara
228465,175,63,54,23,35,69,7,21,63,15,16015,1094,200054,2710,85,3,Santa Clara
228470,33,7,10,6,10,16,3,5,7,2,16016,1414,200392,2712,85,3,Santa Clara
228471,38,14,9,6,9,16,1,5,14,2,16017,1358,200332,2712,85,3,Santa Clara
228472,306,41,98,71,96,223,7,21,41,14,16018,1624,200616,2712,85,3,Santa Clara
228475,47,10,18,8,11,30,2,3,10,2,16019,1738,200743,2707,85,3,Santa Clara
228476,94,20,36,16,22,62,3,5,20,4,16020,1738,200743,2707,85,3,Santa Clara
228477,0,0,0,0,0,0,0,0,0,0,16021,1529,200515,2707,85,3,Santa Clara
228479,21,2,8,4,7,16,1,1,2,1,16022,2004,201041,2707,85,3,Santa Clara
228481,28,4,8,6,10,20,1,2,4,1,16023,1282,200254,2707,85,3,Santa Clara
228483,0,0,0,0,0,0,0,0,0,0,16024,2037,201076,2703,85,3,Santa Clara
228485,0,0,0,0,0,0,0,0,0,0,16025,1266,200236,2703,85,3,Santa Clara
228487,0,0,0,0,0,0,0,0,0,0,16026,1266,200236,2703,85,3,Santa Clara
228488,0,0,0,0,0,0,0,0,0,0,16027,2037,201076,2703,85,3,Santa Clara
228489,0,0,0,0,0,0,0,0,0,0,16028,2037,201076,2703,85,3,Santa Clara
228490,0,0,0,0,0,0,0,0,0,0,16029,2037,201076,2703,85,3,Santa Clara
228500,0,0,0,0,0,0,0,0,0,0,16030,1751,200758,2709,85,3,Santa Clara
228503,62,18,18,11,15,26,4,7,18,7,16031,1755,200763,2709,85,3,Santa Clara
228504,57,17,16,10,14,25,3,6,17,6,16032,1755,200763,2709,85,3,Santa Clara
228505,34,5,8,6,15,15,4,6,5,4,16033,1195,200161,2709,85,3,Santa Clara
228506,28,4,5,4,15,14,3,5,4,2,16034,1330,200304,2709,85,3,Santa Clara
228507,22,3,4,3,12,11,2,4,3,2,16035,1330,200304,2709,85,3,Santa Clara
228508,47,7,9,6,25,23,4,9,7,4,16036,1330,200304,2709,85,3,Santa Clara
228509,0,0,0,0,0,0,0,0,0,0,16037,1132,200097,2712,85,3,Santa Clara
228510,31,2,7,5,17,21,2,4,2,2,16038,1115,200078,2713,85,3,Santa Clara
228518,30,2,10,5,13,22,2,3,2,1,16039,1548,200534,2712,85,3,Santa Clara
228519,72,7,18,15,32,46,4,11,7,4,16040,1592,200581,2712,85,3,Santa Clara
228520,31,3,8,6,14,19,2,5,3,2,16041,1592,200581,2712,85,3,Santa Clara
228521,41,4,11,8,18,27,2,6,4,2,16042,1592,200581,2712,85,3,Santa Clara
228522,74,7,19,15,33,48,4,11,7,4,16043,1592,200581,2712,85,3,Santa Clara
228536,51,6,12,10,23,25,4,11,6,5,16044,1870,200888,2711,85,3,Santa Clara
228537,460,85,101,80,194,206,51,97,85,21,16045,1824,200839,2711,85,3,Santa Clara
228541,39,3,11,9,16,27,2,5,3,2,16046,1685,200682,2712,85,3,Santa Clara
228542,35,5,10,7,13,20,2,5,5,3,16047,1686,200683,2712,85,3,Santa Clara
228544,0,0,0,0,0,0,0,0,0,0,16048,1104,200066,2711,85,3,Santa Clara
228553,42,6,13,9,14,29,2,4,6,1,16049,1956,200986,2712,85,3,Santa Clara
228554,47,7,14,10,16,33,2,4,7,1,16050,1956,200986,2712,85,3,Santa Clara
228555,37,6,11,8,12,25,2,3,6,1,16051,1956,200986,2712,85,3,Santa Clara
228556,43,6,13,9,15,25,2,6,6,4,16052,1686,200683,2712,85,3,Santa Clara
228557,41,6,12,8,15,24,2,5,6,4,16053,1686,200683,2712,85,3,Santa Clara
228558,127,14,42,27,44,83,8,15,14,7,16054,1638,200631,2712,85,3,Santa Clara
228560,25,3,10,4,8,20,1,1,3,0,16055,1860,200876,2707,85,3,Santa Clara
228562,66,15,20,13,18,31,4,9,15,7,16056,2006,201043,2703,85,3,Santa Clara
228573,317,101,124,52,40,133,15,23,101,45,16057,1608,200600,2703,85,3,Santa Clara
228586,82,30,27,13,12,25,5,9,30,13,16058,1235,200204,2710,85,3,Santa Clara
228587,166,60,55,26,25,52,10,18,60,26,16059,1235,200204,2710,85,3,Santa Clara
228591,39,7,12,7,13,25,1,5,7,1,16060,1386,200361,2708,85,3,Santa Clara
228593,35,6,10,7,12,24,1,3,6,1,16061,1345,200319,2701,85,3,Santa Clara
228597,40,15,12,5,8,16,2,5,14,3,16062,1094,200054,2710,85,3,Santa Clara
228600,30,4,11,6,9,23,1,1,4,1,16063,1737,200741,2707,85,3,Santa Clara
228606,0,0,0,0,0,0,0,0,0,0,16064,1168,200134,2701,85,3,Santa Clara
228607,340,111,100,49,80,194,6,10,111,19,16065,1168,200134,2701,85,3,Santa Clara
228610,3,1,1,0,1,2,0,0,1,0,16066,1168,200134,2701,85,3,Santa Clara
228615,59,16,18,10,15,26,5,6,16,6,16067,1921,200946,2703,85,3,Santa Clara
228617,40,8,13,8,11,23,2,4,8,3,16068,1875,200895,2703,85,3,Santa Clara
228631,0,0,0,0,0,0,0,0,0,0,16069,1235,200204,2710,85,3,Santa Clara
228633,24,8,8,4,4,7,1,3,9,4,16070,1235,200204,2710,85,3,Santa Clara
228636,28,9,10,5,4,12,1,2,9,4,16071,1608,200600,2703,85,3,Santa Clara
228642,129,30,43,23,33,69,5,15,30,10,16072,1609,200601,2703,85,3,Santa Clara
228648,2,1,1,0,0,1,0,0,1,0,16073,1778,200788,2707,85,3,Santa Clara
228651,17,2,7,3,5,14,0,1,2,0,16074,1339,200313,2701,85,3,Santa Clara
228653,1,1,0,0,0,1,0,0,0,0,16075,1812,200825,2706,85,3,Santa Clara
228654,0,0,0,0,0,0,0,0,0,0,16076,1812,200825,2706,85,3,Santa Clara
228665,37,3,6,6,22,25,2,6,3,1,16077,1669,200665,2706,85,3,Santa Clara
228666,45,4,13,8,20,35,2,3,4,1,16078,1666,200662,2706,85,3,Santa Clara
228670,3,0,1,1,1,3,0,0,0,0,16079,1662,200658,2706,85,3,Santa Clara
228674,0,0,0,0,0,0,0,0,0,0,16080,1715,200715,2706,85,3,Santa Clara
228675,0,0,0,0,0,0,0,0,0,0,16081,1670,200666,2706,85,3,Santa Clara
228677,32,4,10,6,12,22,2,3,4,1,16082,1439,200420,2706,85,3,Santa Clara
228680,0,0,0,0,0,0,0,0,0,0,16083,1281,200253,2706,85,3,Santa Clara
228692,166,35,46,28,57,80,13,20,35,18,16084,1045,200003,2708,85,3,Santa Clara
228697,35,10,12,5,8,17,2,3,10,3,16085,1519,200505,2708,85,3,Santa Clara
228700,69,5,22,14,28,58,1,4,5,1,16086,1361,200335,2712,85,3,Santa Clara
228701,175,13,56,36,70,148,3,9,13,2,16087,1361,200335,2712,85,3,Santa Clara
228705,49,5,13,10,21,40,1,2,5,1,16088,1300,200272,2712,85,3,Santa Clara
228706,38,6,12,6,14,27,1,3,6,1,16089,1359,200333,2712,85,3,Santa Clara
228714,238,87,82,35,34,78,12,30,88,30,16090,1751,200758,2709,85,3,Santa Clara
228716,7,3,2,1,1,2,0,1,3,1,16091,1751,200758,2709,85,3,Santa Clara
228721,59,9,13,10,27,27,6,10,9,7,16092,1195,200161,2709,85,3,Santa Clara
228722,28,4,6,5,13,13,3,5,4,3,16093,1195,200161,2709,85,3,Santa Clara
228728,92,18,35,16,23,60,3,3,18,8,16094,1933,200960,2701,85,3,Santa Clara
